title,company,location,link 
[BIO] 생물정보 분석 전문가 채용,서울 서초구,"제노플랜코리아(주) Genoplan Korea, Inc.",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41768396&location=ts&searchword=python&searchType=search&paid_fl=n
"소프트웨어 개발자 채용(신입, 경력) 병역특례전문요원가능업체",인천 연수구,(주)지브레인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41962451&location=ts&searchword=python&searchType=search&paid_fl=n
소프트웨어 개발자/시스템 엔지니어 채용 ( 보충역 특례 가능 ), 서울전체,아홉,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41738993&location=ts&searchword=python&searchType=search&paid_fl=n
[2022  신규서비스 개발 런칭]  머신러닝 엔지니어,서울 성동구,(주)파인드커넥트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41945949&location=ts&searchword=python&searchType=search&paid_fl=n
데이터 분석 [머신러닝/딥러닝] 연구원 채용 공고,인천 연수구,(재)국제도시물정보과학연구원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41786344&location=ts&searchword=python&searchType=search&paid_fl=n
개발 부문 정규직 채용 (대전/서울),대전 유성구,(주)지란지교데이터,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41962658&location=ts&searchword=python&searchType=search&paid_fl=n
"소프트웨어 분야별 채용 (백/프론트엔드, AR/VR SW)",경기 성남시 분당구,(주)비카누스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41905980&location=ts&searchword=python&searchType=search&paid_fl=n
"메타버스, AR, Unity, 안드로이드 APP, WEB (Java/JSP/J2EE)",부산 해운대구,망고트리(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41650052&location=ts&searchword=python&searchType=search&paid_fl=n
"[SIZL 개발부 (송도)]  Front-end//Back-end 경력, 신입 모집",인천 연수구,(주)시즐,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41812150&location=ts&searchword=python&searchType=search&paid_fl=n
데이터 분석가 경력무관 채용(정규직),경기 성남시 분당구,(주)미래기술,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41642035&location=ts&searchword=python&searchType=search&paid_fl=n
웹개발 및 프론트엔드 개발자 모집,서울 금천구,(주)엔잡얼라이언스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41691975&location=ts&searchword=python&searchType=search&paid_fl=n
"[서초] 초/중/고 코딩, 컴퓨터교육 강사 정규직/파트 채용",서울 서초구,쏘아에듀,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41907517&location=ts&searchword=python&searchType=search&paid_fl=n
[정규직] 컴퓨터 코딩학원 강사모집,서울 양천구,잼코딩목동캠퍼스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41767919&location=ts&searchword=python&searchType=search&paid_fl=n
AI 빅데이터 분석 개발자 모집,서울 강남구,큐비트시큐리티(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41740585&location=ts&searchword=python&searchType=search&paid_fl=n
스타트업  IT  개발 및 연구원 모집,경기 용인시 수지구,이모션웨이브(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41790582&location=ts&searchword=python&searchType=search&paid_fl=n
2021년 성심소프트 SW 개발 담당 신입/경력 채용,대전 유성구,(주)성심소프트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41960956&location=ts&searchword=python&searchType=search&paid_fl=n
5G R&D 소프트웨어 개발자 (Developer),서울 금천구,에릭슨엘지(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41922769&location=ts&searchword=python&searchType=search&paid_fl=n
취약점진단 및 모의해킹 업무 담당자, 서울전체,씨제이올리브네트웍스(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41732650&location=ts&searchword=python&searchType=search&paid_fl=n
Data Science Engineer, 서울전체,씨제이올리브네트웍스(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41597012&location=ts&searchword=python&searchType=search&paid_fl=n
코리아센터 웹/앱 부문별 개발자 모집 (팀장/팀원),서울 금천구,(주)코리아센터,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41876265&location=ts&searchword=python&searchType=search&paid_fl=n
에듀윌 에듀테크연구소 인재 채용 (빅데이터/자연어처리/백앤드),서울 구로구,(주)에듀윌,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41923175&location=ts&searchword=python&searchType=search&paid_fl=n
SI 개발 경력사원 모집,서울 종로구,(주)지에스아이티엠,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41574660&location=ts&searchword=python&searchType=search&paid_fl=n
GS칼텍스 여수공장 시스템 운영 경력사원 모집,전남 여수시,(주)지에스아이티엠,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41537345&location=ts&searchword=python&searchType=search&paid_fl=n
IT보안 S/W 제품 기획자 채용,서울 서초구,스콥정보통신(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41950452&location=ts&searchword=python&searchType=search&paid_fl=n
시너스텍(주) S/W팀 수시채용,경기 성남시 분당구,시너스텍(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41951270&location=ts&searchword=python&searchType=search&paid_fl=n
[존슨앤드존슨 컨슈머] Product Engagement Lead - IT Lead,서울 용산구,존슨앤드존슨,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41963113&location=ts&searchword=python&searchType=search&paid_fl=n
클라우드 운영, 서울전체,(주)인터파크,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40221067&location=ts&searchword=python&searchType=search&paid_fl=n
[경력] 악성코드 분석 담당자 모집,경기 성남시 분당구,(주)안랩,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41910030&location=ts&searchword=python&searchType=search&paid_fl=n
"2022년 (주)휴넷 IT인프라 시스템 운영 각 부문 채용(서버운영, 클라우드 운영)",서울 구로구,(주)휴넷,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41928213&location=ts&searchword=python&searchType=search&paid_fl=n
"ERP개발, 응용프로그램 개발", 충북전체,(주)네패스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40659260&location=ts&searchword=python&searchType=search&paid_fl=n
인공지능/머신러닝 담당자 채용, 서울전체,(주)네패스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41202219&location=ts&searchword=python&searchType=search&paid_fl=n
병원물류 전산프로그램 유지/보수 담당자 채용,경기 용인시 기흥구,(주)아신,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41919923&location=ts&searchword=python&searchType=search&paid_fl=n
AI인공지능 음성인식 소프트웨어 개발자(신입/경력),서울 강남구,(주)예스피치,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40375371&location=ts&searchword=python&searchType=search&paid_fl=n
데이터 사이언티스트, 서울전체,(주)에이치엠인터내셔날,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41622688&location=ts&searchword=python&searchType=search&paid_fl=n
(연구)SW개발 신입 및 경력사원 채용,서울 강서구,화천기공(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41637730&location=ts&searchword=python&searchType=search&paid_fl=n
인공지능/머신러닝 경력직 채용,경기 성남시 분당구,(주)신성이엔지,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40783023&location=ts&searchword=python&searchType=search&paid_fl=n
[스마일게이트 홀딩스] [데이터] 데이터 엔지니어링 담당,경기 성남시 분당구,(주)스마일게이트홀딩스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41969697&location=ts&searchword=python&searchType=search&paid_fl=n
[YES24]모의해킹/네트워크 운영/개인정보보호 채용(경력/정규),서울 영등포구,예스이십사㈜,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41891495&location=ts&searchword=python&searchType=search&paid_fl=n
데이터베이스 관리자 채용, 전북전체,(주)아이엠아이,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40359405&location=ts&searchword=python&searchType=search&paid_fl=n
[삼표] AI 기반 시스템 개발 및 운영 담당자, 서울전체,(주)삼표,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40970784&location=ts&searchword=python&searchType=search&paid_fl=n
[젠틀몬스터] GENTLEMONSTER LAB 모션 제어,서울 마포구,젠틀몬스터,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41579536&location=ts&searchword=python&searchType=search&paid_fl=n
[국립암센터] 암빅데이터센터 데이터 결합 및 분석 연구원 모집,경기 고양시 일산동구,국립암센터,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41764211&location=ts&searchword=python&searchType=search&paid_fl=n
[GS ITM] 전사 사업부문 IT엔지니어_JAVA 개발자, 서울전체,(주)지에스아이티엠,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41474186&location=ts&searchword=python&searchType=search&paid_fl=n
[GS ITM] AA경력사원 모집 (세종근무), 세종특별자치시,(주)지에스아이티엠,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41807469&location=ts&searchword=python&searchType=search&paid_fl=n
㈜지오시스템리서치 각 부문 신입/경력 공개채용,경기 군포시,(주)지오시스템리서치,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41842136&location=ts&searchword=python&searchType=search&paid_fl=n
국립암센터 인공지능사업팀 R&D사업 코딩 연구원 모집,경기 고양시 일산동구,국립암센터,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41851420&location=ts&searchword=python&searchType=search&paid_fl=n
데이터베이스 관리자 채용,전북 전주시 덕진구,㈜아이엠아이,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41947899&location=ts&searchword=python&searchType=search&paid_fl=n
[NHN] 시스템 엔지니어링 경력 채용,경기 성남시 분당구,엔에이치엔(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41944945&location=ts&searchword=python&searchType=search&paid_fl=n
앤씨앤 R&D 연구소 경력직 채용,경기 성남시 분당구,(주)앤씨앤,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41636540&location=ts&searchword=python&searchType=search&paid_fl=n
[블록체인] 백엔드/프론트엔드/풀스택/이더리움/DevOps/JS,경기 성남시 분당구,(주)위메이드,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41647452&location=ts&searchword=python&searchType=search&paid_fl=n
[인피니트헬스케어] 서울/광주 시스템엔지니어 모집,서울 구로구,(주)인피니트헬스케어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41569281&location=ts&searchword=python&searchType=search&paid_fl=n
[정규직] 웹 개발자 및 DL/ML 엔지니어 신입/경력직 채용,서울 송파구,(주)써티웨어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41845203&location=ts&searchword=python&searchType=search&paid_fl=n
[정보자산팀] 시스템운영 경력직 채용,서울 금천구,(주)한빛소프트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41865467&location=ts&searchword=python&searchType=search&paid_fl=n
[실내배송로봇 연구개발] - Robotics Software Engineer,서울 강서구,(주)로보티즈,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41862509&location=ts&searchword=python&searchType=search&paid_fl=n
[폴라리스쉐어테크] 블록체인사업 개발/기획/디지털마케팅 영입,서울 강남구,주식회사 폴라리스오피스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41869015&location=ts&searchword=python&searchType=search&paid_fl=n
[KG제로인] 각 부문 신입(인턴) 및 경력 채용,서울 중구,㈜케이지제로인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41869017&location=ts&searchword=python&searchType=search&paid_fl=n
"(주)디텍  H/W, S/W 개발자  모집",경기 성남시,(주)디텍,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41895154&location=ts&searchword=python&searchType=search&paid_fl=n
개발/PS/PM/FE 경력직 채용,서울 서초구,㈜이씨에스텔레콤,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41960428&location=ts&searchword=python&searchType=search&paid_fl=n
[JOYCITY] 게임개발 병역특례 전문연구요원 모집(신규편입/전직),경기 성남시 분당구,(주)조이시티,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41958371&location=ts&searchword=python&searchType=search&paid_fl=n
"Web, Java, C/C++, Network, 보안솔루션 개발자모집(워라벨우수)",경기 성남시 분당구,(주)플랜티넷,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41779595&location=ts&searchword=python&searchType=search&paid_fl=n
[티맥스그룹] QA 부문 신입 및 경력 채용,경기 성남시 분당구,(주)티맥스소프트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41801380&location=ts&searchword=python&searchType=search&paid_fl=n
[이노그리드] 클라우드 솔루션 개발센터 채용 (신입/경력),서울 중구,(주)이노그리드,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41887023&location=ts&searchword=python&searchType=search&paid_fl=n
모바일 게임 기술PM 영입,경기 성남시 분당구,(주)카카오게임즈,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41903299&location=ts&searchword=python&searchType=search&paid_fl=n
금융기관 및 금융공기관컨설팅 '개발자' 모집,서울 종로구,한국리스크관리(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41959592&location=ts&searchword=python&searchType=search&paid_fl=n
영상분야  AI 연구개발 채용,경기 광명시,(주)비솔,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40747415&location=ts&searchword=python&searchType=search&paid_fl=n
S/W개발 채용,경기 광명시,(주)비솔,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40747429&location=ts&searchword=python&searchType=search&paid_fl=n
ITEASY 시스템 개발팀 신입/경력 채용,서울 서초구,주식회사 아이티이지,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41754633&location=ts&searchword=python&searchType=search&paid_fl=n
"경력직 채용(개발자, 데이터 분석가, 인프라엔지니어 외)",서울 서초구,(주)토니모리,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41639765&location=ts&searchword=python&searchType=search&paid_fl=n
"(각 분야별) 사물인터넷(IoT), 백엔드 정규직 채용",대전 유성구,(주)베텍,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41679401&location=ts&searchword=python&searchType=search&paid_fl=n
연구소 IT개발·데이터 신입&경력 채용,대구 달서구,휴먼플러스(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41910703&location=ts&searchword=python&searchType=search&paid_fl=n
2021년 하반기 각 부문 공개모집(IT지원/독성/분석/QA),경기 수원시 영통구,올릭스(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41677697&location=ts&searchword=python&searchType=search&paid_fl=n
기술개발연구소 각 부문 신입/경력직 채용,서울 중구,(주)다하미커뮤니케이션즈,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41915571&location=ts&searchword=python&searchType=search&paid_fl=n
[모젯] 서버개발자 시니어, 서울전체,(주)모젯,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41965408&location=ts&searchword=python&searchType=search&paid_fl=n
금융분야 프로그래머 신입사원 모집,서울 구로구,(주)웨인테크놀로지,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41819573&location=ts&searchword=python&searchType=search&paid_fl=n
웹프론트/퍼블리싱/모바일개발/AWS인프라 담당,서울 강남구,(주)아이스크림에듀,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41856686&location=ts&searchword=python&searchType=search&paid_fl=n
IMBdx 생물정보학 전문가 (BI) 채용,서울 금천구,(주)아이엠비디엑스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41866724&location=ts&searchword=python&searchType=search&paid_fl=n
Machine Vision 영상처리 S/W개발자,경기 성남시 분당구,(주)브이원텍,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40501247&location=ts&searchword=python&searchType=search&paid_fl=n
주차관제 AI S/W 개발 부문 채용, 서울전체,파킹클라우드(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41485490&location=ts&searchword=python&searchType=search&paid_fl=n
IT & 헬스케어 제품 및 기술 개발자 채용 (신입 및 경력),대구 동구,㈜한아IT,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41590809&location=ts&searchword=python&searchType=search&paid_fl=n
[전문연구요원] 반도체IP HW 개발자 모집, 서울전체,(주)칩스앤미디어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41624846&location=ts&searchword=python&searchType=search&paid_fl=n
데이터분석가, 서울전체,(주)미리디,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41720834&location=ts&searchword=python&searchType=search&paid_fl=n
헬스케어 챗봇개발 / 데이터분석 가능자 /Node 개발자 채용,서울 강남구,(주)에임메드,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41786879&location=ts&searchword=python&searchType=search&paid_fl=n
AI 솔루션 개발 및 유지보수(자바 백엔드 개발 가능자), 서울전체,파킹클라우드(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41795656&location=ts&searchword=python&searchType=search&paid_fl=n
"[카피킬러] 서비스 개발자(프론트엔드, 백엔드, 풀스택, DevOps)",서울 성동구,(주)무하유,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41807005&location=ts&searchword=python&searchType=search&paid_fl=n
[카피킬러/프리즘] DATA 엔지니어, 서울전체,(주)무하유,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41810497&location=ts&searchword=python&searchType=search&paid_fl=n
"[카피킬러/프리즘] 인프라 엔지니어 (신입, 경력)", 서울전체,(주)무하유,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41810256&location=ts&searchword=python&searchType=search&paid_fl=n
AI and Algorithm Develop, 대전전체,(주)사이버메드,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41838848&location=ts&searchword=python&searchType=search&paid_fl=n
[딥러닝팀] 딥러닝 기반 머신비젼 연구개발,경기 화성시,(주)트윔,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41837247&location=ts&searchword=python&searchType=search&paid_fl=n
데이터분석가(이론위주 연구) 채용,경기 성남시 분당구,(주)브릭,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41902355&location=ts&searchword=python&searchType=search&paid_fl=n
데이터분석 솔루션 개발자 모집,서울 서초구,엠아이큐브솔루션(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41901044&location=ts&searchword=python&searchType=search&paid_fl=n
[파킹클라우드] 자바 백엔드 개발 (AI솔루션 개발 및 운영) 채용,서울 영등포구,파킹클라우드 주식회사,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41932144&location=ts&searchword=python&searchType=search&paid_fl=n
의료 인공지능 시스템 개발, 경기전체,(주)메디칼파크,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41197111&location=ts&searchword=python&searchType=search&paid_fl=n
에쓰오씨소프트 2022년 정기 신입/경력 사원 모집,서울 구로구,에쓰오씨소프트(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41571803&location=ts&searchword=python&searchType=search&paid_fl=n
"2021 하반기 보안컨설팅, 정보보안, 보안기술外 경력무관 채용",서울 금천구,(주)지니온,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41772896&location=ts&searchword=python&searchType=search&paid_fl=n
SQL전문가/의료인공지능 연구원 모집,서울 송파구,서울아산병원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41657505&location=ts&searchword=python&searchType=search&paid_fl=n
백엔드 개발자 채용, 서울전체,(주)해줌,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40501526&location=ts&searchword=python&searchType=search&paid_fl=n
보안솔루션팀(보안솔루션 및 프로그램개발) 신입/경력(주4일),대구 수성구,(주)와이에이치데이타베이스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41738987&location=ts&searchword=python&searchType=search&paid_fl=n
㈜NDSOFT 21년 하반기 개발자 채용공고 (서울),서울 강남구,(주)엔디소프트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41820369&location=ts&searchword=python&searchType=search&paid_fl=n
[제이엘케이] 인공지능(AI)·빅데이터연구원 채용(병역특례가능),서울 강남구,(주)제이엘케이,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41884173&location=ts&searchword=python&searchType=search&paid_fl=n
IT개발·데이터 정규직/계약직 채용(인재선발),서울 강남구,(주)네오리진,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41915191&location=ts&searchword=python&searchType=search&paid_fl=n
공공기관 운영사업 빅데이터분석/자바개발 경력직 모집,서울 구로구,에쓰오씨소프트(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41967215&location=ts&searchword=python&searchType=search&paid_fl=n
웹 / 응용개발자 신입 및 경력 채용,대전 유성구,(주)멀틱스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41620884&location=ts&searchword=python&searchType=search&paid_fl=n
[마켓컬리] 상품 운영 Analyst 채용,서울 강남구,(주)컬리,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41757923&location=ts&searchword=python&searchType=search&paid_fl=n
많은 프로젝트를 함께 진행할 CG 슈퍼바이저 구인합니다.,서울 마포구,(주)마로스튜디오,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41765908&location=ts&searchword=python&searchType=search&paid_fl=n
[정규직] 데이터엔지니어 채용(Data Enginner),서울 영등포구,(주)솔로몬테크노서플라이,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41909008&location=ts&searchword=python&searchType=search&paid_fl=n
(주)모비젠 데이터 분석/기획자 신입 및 경력 모집(세종시 상주), 세종특별자치시,(주)모비젠,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41930813&location=ts&searchword=python&searchType=search&paid_fl=n
에너지공유플랫폼 프론트엔드 개발자 (신입/경력), 서울전체,(주)에이치에너지,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41107283&location=ts&searchword=python&searchType=search&paid_fl=n
C#.NET 경력직 채용,경기 성남시 분당구,(주)가비아씨엔에스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40263687&location=ts&searchword=python&searchType=search&paid_fl=n
[주4.5일근무] TTS 엔진개발 직무 인재 채용,서울 구로구,(주)인라이플,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41749160&location=ts&searchword=python&searchType=search&paid_fl=n
퓨처메인 2022년 AI(인공지능) ML/DL Engineer 공개 채용,경기 수원시 영통구,퓨처메인(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41758526&location=ts&searchword=python&searchType=search&paid_fl=n
컴퓨터 비전 AI 개발자 신입/ 경력 채용,서울 송파구,(주)에프에스솔루션,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41633248&location=ts&searchword=python&searchType=search&paid_fl=n
에너지공유플랫폼 백엔드 개발자 (신입/경력),서울 강남구,(주)에이치에너지,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40841591&location=ts&searchword=python&searchType=search&paid_fl=n
ADAS 알고리즘(Automotive 반도체) 부문 채용,경기 성남시 분당구,(주)넥스트칩,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40898072&location=ts&searchword=python&searchType=search&paid_fl=n
2022년 스위트케이 정기 신입공채,경기 안양시 동안구,(주)스위트케이,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41821324&location=ts&searchword=python&searchType=search&paid_fl=n
지멘스EDA 엔지니어직군 경력 채용,경기 성남시 분당구,한국지멘스일렉트로닉디자인오토메이션(유),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41853493&location=ts&searchword=python&searchType=search&paid_fl=n
Calibre DS Associate Application Engineer 신입 채용,경기 성남시 분당구,한국지멘스일렉트로닉디자인오토메이션(유),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41853457&location=ts&searchword=python&searchType=search&paid_fl=n
[한컴위드] 포렌식 분석 및 고객서비스 정규직 채용,경기 성남시 분당구,(주)한컴위드,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41869153&location=ts&searchword=python&searchType=search&paid_fl=n
Data Scientist, 서울전체,JW홀딩스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41908118&location=ts&searchword=python&searchType=search&paid_fl=n
[기획조정본부] 품질보증/ 사업기획/ 제품QA/ UX 기획자/ IP채용,대전 유성구,(주)트위니,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41960554&location=ts&searchword=python&searchType=search&paid_fl=n
"세이프 스쿨버스 서버 개발, 모바일 클라이언트 개발자 채용",서울 마포구,(주)스쿨버스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41963837&location=ts&searchword=python&searchType=search&paid_fl=n
SW 개발자 (Automotive 시스템검증) - 대전, 대전전체,슈어소프트테크(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41431228&location=ts&searchword=python&searchType=search&paid_fl=n
로봇물고기 펌웨어 개발자,경기 광명시,(주)아이로,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40853418&location=ts&searchword=python&searchType=search&paid_fl=n
로봇 자율주행 S/W 개발자 채용 (병역특례),경기 성남시 분당구,(주)클로봇,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41750571&location=ts&searchword=python&searchType=search&paid_fl=n
솔루션개발 신입/경력  채용,서울 영등포구,㈜넷앤드,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41749858&location=ts&searchword=python&searchType=search&paid_fl=n
